"OID_,Name,FolderPath,SymbolID,AltMode,Base,Snippet,PopupInfo,HasLabel,LabelID ,BENCHMARK-STONE,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/B&T-2016-001-CNTRL/B&T-2016-001-CNTRL,0,-1,0.000000000000000,,""",,,,
BENCHMARK-STONE,,,,
SET_BY,JS/AH,,,
DATE,16-Jun,,,
""",-1,0 ,AKA202_102,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/B&T-2016-001-CNTRL/B&T-2016-001-CNTRL,0,-1,0.000000000000000,,""",,,,
AKA202_102,,,,
FID,6,,,
NUM,106,,,
NORTHING,236209.07,,,
EASTING,2677365.62,,,
EL__CITY_D,94.44,,,
DESC_,AKA202_102,,,
LONGITUDE,-75.221157,,,
LATTITUDE,39.953886,,,
SOURCE,TS,,,
SET_BY,JS/AH,,,
DATE,16-Jun,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/B&T-2016-001-CNTRL/B&T-2016-001-CNTRL,0,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,7,,,
NUM,107,,,
NORTHING,236088.48,,,
EASTING,2677504.5,,,
EL__CITY_D,92.77,,,
DESC_,NAILSET,,,
LONGITUDE,-75.220674,,,
LATTITUDE,39.953544,,,
SOURCE,TS,,,
SET_BY,JS/AH,,,
DATE,16-Jun,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/B&T-2016-001-CNTRL/B&T-2016-001-CNTRL,0,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,8,,,
NUM,108,,,
NORTHING,236090.35,,,
EASTING,2677353.39,,,
EL__CITY_D,93.47,,,
DESC_,NAILSET,,,
LONGITUDE,-75.221212,,,
LATTITUDE,39.953561,,,
SOURCE,TS,,,
SET_BY,JS/AH,,,
DATE,16-Jun,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/B&T-2016-001-CNTRL/B&T-2016-001-CNTRL,0,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,9,,,
NUM,109,,,
NORTHING,236123.1,,,
EASTING,2677508.17,,,
EL__CITY_D,93.47,,,
DESC_,NAILSET,,,
LONGITUDE,-75.220657,,,
LATTITUDE,39.953639,,,
SOURCE,TS,,,
SET_BY,JS/AH,,,
DATE,16-Jun,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/B&T-2016-001-CNTRL/B&T-2016-001-CNTRL,0,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,10,,,
NUM,300,,,
NORTHING,236088.51,,,
EASTING,2677504.47,,,
EL__CITY_D,92.77,,,
DESC_,NAILSET,,,
LONGITUDE,-75.220674,,,
LATTITUDE,39.953544,,,
SOURCE,TS,,,
SET_BY,JS/AH,,,
DATE,16-Jun,,,
""",-1,0 ,NAILSETAKA201,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSETAKA201,,,,
FID,0,,,
NUM,1,,,
NORTHING,223490.539,,,
EASTING,2695801.676,,,
EL__CITY_D,11.331,,,
DESC_,NAILSETAKA201,,,
LONGITUDE,-75.156756,,,
LATITUDE,39.917519,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,NAILSETAKA202,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSETAKA202,,,,
FID,1,,,
NUM,2,,,
NORTHING,223465.183,,,
EASTING,2695989.905,,,
EL__CITY_D,9.949,,,
DESC_,NAILSETAKA202,,,
LONGITUDE,-75.156088,,,
LATITUDE,39.917435,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,2,,,
NUM,3,,,
NORTHING,223084.09,,,
EASTING,2695748.049,,,
EL__CITY_D,14.108,,,
DESC_,DHSET,,,
LONGITUDE,-75.15699,,,
LATITUDE,39.916408,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,NAILSET202,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET202,,,,
FID,3,,,
NUM,102,,,
NORTHING,223465.1831,,,
EASTING,2695989.905,,,
EL__CITY_D,9.949,,,
DESC_,NAILSET202,,,
LONGITUDE,-75.156088,,,
LATITUDE,39.917435,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,NAILSET203,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET203,,,,
FID,4,,,
NUM,103,,,
NORTHING,224099.1094,,,
EASTING,2696074.897,,,
EL__CITY_D,11.033,,,
DESC_,NAILSET203,,,
LONGITUDE,-75.155719,,,
LATITUDE,39.919167,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,5,,,
NUM,104,,,
NORTHING,224043.3952,,,
EASTING,2696491.268,,,
EL__CITY_D,11.2495,,,
DESC_,NAILSET,,,
LONGITUDE,-75.154241,,,
LATITUDE,39.918981,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,FLYPOINT,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
FLYPOINT,,,,
FID,6,,,
NUM,105,,,
NORTHING,224009.3666,,,
EASTING,2696709.045,,,
EL__CITY_D,13.1574,,,
DESC_,FLYPOINT,,,
LONGITUDE,-75.153468,,,
LATITUDE,39.91887,,,
SOURCE,TS,,,
SET_BY,AB,,,
DATE,5/9/2016,,,
""",-1,0 ,NAILSET201,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET201,,,,
FID,7,,,
NUM,201,,,
NORTHING,223490.539,,,
EASTING,2695801.676,,,
EL__CITY_D,11.331,,,
DESC_,NAILSET201,,,
LONGITUDE,-75.156756,,,
LATITUDE,39.917519,,,
SOURCE,GPS,,,
SET_BY,RR/AH,,,
DATE,5/4/2016,,,
""",-1,0 ,NAILSET202,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET202,,,,
FID,8,,,
NUM,202,,,
NORTHING,223465.183,,,
EASTING,2695989.905,,,
EL__CITY_D,9.949,,,
DESC_,NAILSET202,,,
LONGITUDE,-75.156088,,,
LATITUDE,39.917435,,,
SOURCE,GPS,,,
SET_BY,RR/AH,,,
DATE,5/4/2016,,,
""",-1,0 ,NAILSET203,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET203,,,,
FID,9,,,
NUM,203,,,
NORTHING,224099.109,,,
EASTING,2696074.897,,,
EL__CITY_D,11.033,,,
DESC_,NAILSET203,,,
LONGITUDE,-75.155719,,,
LATITUDE,39.919167,,,
SOURCE,GPS,,,
SET_BY,RR/AH,,,
DATE,5/4/2016,,,
""",-1,0 ,NAILSET204,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET204,,,,
FID,10,,,
NUM,204,,,
NORTHING,223965.947,,,
EASTING,2697041.925,,,
EL__CITY_D,9.861,,,
DESC_,NAILSET204,,,
LONGITUDE,-75.152287,,,
LATITUDE,39.918724,,,
SOURCE,GPS,,,
SET_BY,RR/AH,,,
DATE,5/4/2016,,,
""",-1,0 ,AKA400,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
AKA400,,,,
FID,11,,,
NUM,205,,,
NORTHING,224381,,,
EASTING,2697594.222,,,
EL__CITY_D,10.5168,,,
DESC_,AKA400,,,
LONGITUDE,-75.150275,,,
LATITUDE,39.919818,,,
SOURCE,GPS,,,
SET_BY,RR/AH,,,
DATE,5/4/2016,,,
""",-1,0 ,AKA401,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
AKA401,,,,
FID,12,,,
NUM,206,,,
NORTHING,224177.64,,,
EASTING,2697555.866,,,
EL__CITY_D,8.7698,,,
DESC_,AKA401,,,
LONGITUDE,-75.150433,,,
LATITUDE,39.919263,,,
SOURCE,GPS,,,
SET_BY,RR/AH,,,
DATE,5/4/2016,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,13,,,
NUM,300,,,
NORTHING,224248.4977,,,
EASTING,2697070.569,,,
EL__CITY_D,9.9819,,,
DESC_,NAILSET,,,
LONGITUDE,-75.152155,,,
LATITUDE,39.919497,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,14,,,
NUM,301,,,
NORTHING,224224.2059,,,
EASTING,2697262.42,,,
EL__CITY_D,10.2613,,,
DESC_,NAILSET,,,
LONGITUDE,-75.151474,,,
LATITUDE,39.919415,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,15,,,
NUM,302,,,
NORTHING,224185.3797,,,
EASTING,2697565.319,,,
EL__CITY_D,9.1668,,,
DESC_,NAILSET,,,
LONGITUDE,-75.150399,,,
LATITUDE,39.919284,,,
SOURCE,TS,,,
SET_BY,RR/AH,,,
DATE,5/10/2016,,,
""",-1,0 ,NAILSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
NAILSET,,,,
FID,16,,,
NUM,303,,,
NORTHING,223809.4465,,,
EASTING,2697205.222,,,
EL__CITY_D,9.74,,,
DESC_,NAILSET,,,
LONGITUDE,-75.151721,,,
LATITUDE,39.918281,,,
SOURCE,TS,,,
SET_BY,RR/AH,,,
DATE,5/10/2016,,,
""",-1,0 ,AKAGPS205,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
AKAGPS205,,,,
FID,17,,,
NUM,400,,,
NORTHING,224381,,,
EASTING,2697594.222,,,
EL__CITY_D,10.5168,,,
DESC_,AKAGPS205,,,
LONGITUDE,-75.150275,,,
LATITUDE,39.919818,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,AKA206,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
AKA206,,,,
FID,18,,,
NUM,401,,,
NORTHING,224177.8032,,,
EASTING,2697555.827,,,
EL__CITY_D,8.7666,,,
DESC_,AKA206,,,
LONGITUDE,-75.150433,,,
LATITUDE,39.919264,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,AKA205,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
AKA205,,,,
FID,19,,,
NUM,402,,,
NORTHING,224381.1463,,,
EASTING,2697594.283,,,
EL__CITY_D,10.2746,,,
DESC_,AKA205,,,
LONGITUDE,-75.150275,,,
LATITUDE,39.919818,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,20,,,
NUM,403,,,
NORTHING,224325.4117,,,
EASTING,2697989.837,,,
EL__CITY_D,10.1351,,,
DESC_,DHSET,,,
LONGITUDE,-75.148871,,,
LATITUDE,39.919633,,,
SOURCE,TS,,,
SET_BY,AB,,,
DATE,5/10/2016,,,
""",-1,0 ,STK403,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/T&M_2016-001A_CTRL/T&M_2016-001A_CTRL,1,-1,0.000000000000000,,""",,,,
STK403,,,,
FID,21,,,
NUM,404,,,
NORTHING,224325.3974,,,
EASTING,2697989.834,,,
EL__CITY_D,10.1349,,,
DESC_,STK403,,,
LONGITUDE,-75.148871,,,
LATITUDE,39.919633,,,
SOURCE,TS,,,
SET_BY,Rodriguez,,,
DATE,,,,
""",-1,0 ,MNUNTFND,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
MNUNTFND,,,,
FID,0,,,
NUM,1,,,
NORTHING,268693.58,,,
EASTING,2692113.39,,,
EL__CITY_D,229.97,,,
DESC_,MNUNTFND,,,
LONGITUDE,-75.165183,,,
LATITUDE,40.041851,,,
SOURCE,TS,,,
SET_BY,SD,,,
DATE,5/13/2016,,,
""",0,-1 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,1,,,
NUM,2,,,
NORTHING,268888.14,,,
EASTING,2692258.72,,,
EL__CITY_D,233.55,,,
DESC_,DHSET,,,
LONGITUDE,-75.164644,,,
LATITUDE,40.042373,,,
SOURCE,TS,,,
SET_BY,SD,,,
DATE,5/13/2016,,,
""",0,-1 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,2,,,
NUM,3,,,
NORTHING,269089.18,,,
EASTING,2691990.52,,,
EL__CITY_D,236.28,,,
DESC_,DHSET,,,
LONGITUDE,-75.165581,,,
LATITUDE,40.042946,,,
SOURCE,TS,,,
SET_BY,SD,,,
DATE,5/16/2016,,,
""",0,-1 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,3,,,
NUM,4,,,
NORTHING,268895.07,,,
EASTING,2691845.87,,,
EL__CITY_D,229.12,,,
DESC_,DHSET,,,
LONGITUDE,-75.166117,,,
LATITUDE,40.042425,,,
SOURCE,TS,,,
SET_BY,SD,,,
DATE,5/16/2016,,,
""",0,-1 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,4,,,
NUM,5,,,
NORTHING,269291.22,,,
EASTING,2692140.94,,,
EL__CITY_D,244.95,,,
DESC_,DHSET,,,
LONGITUDE,-75.165023,,,
LATITUDE,40.043488,,,
SOURCE,TS,,,
SET_BY,SD,,,
DATE,5/16/2016,,,
""",0,-1 ,MNUNTFNDAKA201,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
MNUNTFNDAKA201,,,,
FID,5,,,
NUM,6,,,
NORTHING,268693.65,,,
EASTING,2692113.41,,,
EL__CITY_D,229.91,,,
DESC_,MNUNTFNDAKA201,,,
LONGITUDE,-75.165183,,,
LATITUDE,40.041851,,,
SOURCE,TS,,,
SET_BY,SD,,,
DATE,5/16/2016,,,
""",0,-1 ,DHSETAKA204,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHSETAKA204,,,,
FID,6,,,
NUM,7,,,
NORTHING,269510.81,,,
EASTING,2692305.45,,,
EL__CITY_D,242.65,,,
DESC_,DHSETAKA204,,,
LONGITUDE,-75.164412,,,
LATITUDE,40.044078,,,
SOURCE,TS,,,
SET_BY,SD,,,
DATE,5/16/2016,,,
""",0,-1 ,DHFLY,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHFLY,,,,
FID,7,,,
NUM,51,,,
NORTHING,268854.84,,,
EASTING,2692282.31,,,
EL__CITY_D,233.77,,,
DESC_,DHFLY,,,
LONGITUDE,-75.164563,,,
LATITUDE,40.04228,,,
SOURCE,TS,,,
SET_BY,SD,,,
DATE,5/13/2016,,,
""",0,-1 ,MNUNTFND,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
MNUNTFND,,,,
FID,8,,,
NUM,201,,,
NORTHING,268693.58,,,
EASTING,2692113.39,,,
EL__CITY_D,229.97,,,
DESC_,MNUNTFND,,,
LONGITUDE,-75.165183,,,
LATITUDE,40.041851,,,
SOURCE,GPS,,,
SET_BY,SD,,,
DATE,5/13/2016,,,
""",0,-1 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,9,,,
NUM,202,,,
NORTHING,268888.14,,,
EASTING,2692258.72,,,
EL__CITY_D,233.55,,,
DESC_,DHSET,,,
LONGITUDE,-75.164644,,,
LATITUDE,40.042373,,,
SOURCE,GPS,,,
SET_BY,SD,,,
DATE,5/13/2016,,,
""",0,-1 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,10,,,
NUM,203,,,
NORTHING,269291.2,,,
EASTING,2692140.94,,,
EL__CITY_D,245,,,
DESC_,DHSET,,,
LONGITUDE,-75.165023,,,
LATITUDE,40.043488,,,
SOURCE,GPS,,,
SET_BY,SD,,,
DATE,5/13/2016,,,
""",0,-1 ,DHSET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/XYT&M_2016-001C_CTRL_(CSV.)/XYT&M_2016-001C_CTRL_(CSV.),1,-1,0.000000000000000,,""",,,,
DHSET,,,,
FID,11,,,
NUM,204,,,
NORTHING,269510.76,,,
EASTING,2692305.48,,,
EL__CITY_D,242.68,,,
DESC_,DHSET,,,
LONGITUDE,-75.164412,,,
LATITUDE,40.044077,,,
SOURCE,GPS,,,
SET_BY,SD,,,
DATE,5/13/2016,,,
""",0,-1 ,7 SPIKESET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/SKELLY-2012-001D-CTRL-NELL/SKELLY-2012-001D-CTRL-NELL,2,-1,0.000000000000000,,""",,,,
SPIKESET,,,,
FID,0,,,
NUM,7,,,
NORTHING,278466.212,,,
EASTING,2684150.851,,,
ELEV,317.292,,,
DESC_,SPIKESET,,,
LONG,-75.1926,,,
LAT,40.069303,,,
SOURCE,TS,,,
SET_BY,JC,,,
DATE,4/6/2016,,,
NOTES,CITY_DATUM,,,
""",-1,0 ,8 SPIKESET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/SKELLY-2012-001D-CTRL-NELL/SKELLY-2012-001D-CTRL-NELL,2,-1,0.000000000000000,,""",,,,
SPIKESET,,,,
FID,1,,,
NUM,8,,,
NORTHING,278481.746,,,
EASTING,2684394.437,,,
ELEV,301.39,,,
DESC_,SPIKESET,,,
LONG,-75.191728,,,
LAT,40.069326,,,
SOURCE,TS,,,
SET_BY,JC,,,
DATE,4/6/2016,,,
NOTES,CITY_DATUM,,,
""",-1,0 ,9 HUB SET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/SKELLY-2012-001D-CTRL-NELL/SKELLY-2012-001D-CTRL-NELL,2,-1,0.000000000000000,,""",,,,
HUB SET,,,,
FID,2,,,
NUM,9,,,
NORTHING,278570.659,,,
EASTING,2684506.321,,,
ELEV,303.762,,,
DESC_,HUB SET,,,
LONG,-75.191319,,,
LAT,40.069561,,,
SOURCE,TS,,,
SET_BY,JC,,,
DATE,4/6/2016,,,
NOTES,CITY_DATUM,,,
""",-1,0 ,10 IPIN SET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/SKELLY-2012-001D-CTRL-NELL/SKELLY-2012-001D-CTRL-NELL,2,-1,0.000000000000000,,""",,,,
IPIN SET,,,,
FID,3,,,
NUM,10,,,
NORTHING,278716.632,,,
EASTING,2684593.345,,,
ELEV,314.966,,,
DESC_,IPIN SET,,,
LONG,-75.190993,,,
LAT,40.069955,,,
SOURCE,TS,,,
SET_BY,JC,,,
DATE,4/6/2016,,,
NOTES,CITY_DATUM,,,
""",-1,0 ,11 IPIN SET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/SKELLY-2012-001D-CTRL-NELL/SKELLY-2012-001D-CTRL-NELL,2,-1,0.000000000000000,,""",,,,
IPIN SET,,,,
FID,4,,,
NUM,11,,,
NORTHING,278848.037,,,
EASTING,2684572.027,,,
ELEV,322.563,,,
DESC_,IPIN SET,,,
LONG,-75.191056,,,
LAT,40.070317,,,
SOURCE,TS,,,
SET_BY,JC,,,
DATE,4/6/2016,,,
NOTES,CITY_DATUM,,,
""",-1,0 ,12 IPIN SET,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/SKELLY-2012-001D-CTRL-NELL/SKELLY-2012-001D-CTRL-NELL,2,-1,0.000000000000000,,""",,,,
IPIN SET,,,,
FID,5,,,
NUM,12,,,
NORTHING,278953.76,,,
EASTING,2684504.974,,,
ELEV,322.718,,,
DESC_,IPIN SET,,,
LONG,-75.191284,,,
LAT,40.070612,,,
SOURCE,TS,,,
SET_BY,JC,,,
DATE,4/6/2016,,,
NOTES,CITY_DATUM,,,
""",-1,0 ,13 AKA100,_CONTROL_RODRIGUEZ.kmz/CONTROL_RODRIGUEZ/SKELLY-2012-001D-CTRL-NELL/SKELLY-2012-001D-CTRL-NELL,2,-1,0.000000000000000,,""",,,,
AKA100,,,,
FID,6,,,
NUM,13,,,
NORTHING,278713.756,,,
EASTING,2684331.935,,,
ELEV,320.017,,,
DESC_,AKA100,,,
LONG,-75.191927,,,
